121, Removed: A geographical indication has been removed from the list of protected GIs.
123, Extracted for Canada Gazette: The geographical indication has been extracted for publication in the Canada Gazette. This code is for GIs that were published prior to Bill C30 coming into force.
128, Refused - Section 38(8): The application for the registration of the trademark has been refused during an opposition.
129, Refusal Letter Sent: A refusal letter has been sent to the agent / rep for service and applicant, informing them that their application for the registration of the trademark has been refused by the Registrar of trade-marks.
130, Note to File: This action indicates that a note/comment/observation has been added to the trademark file. The additional information field will contain a brief description of the note.
134, Refused - Awaiting Appeal: The application has been refused by the Trademarks Opposition Board, however either the 2-month appeal period has not passed or the refusal has been appealed to the Federal Court.
135, Amendment to Application: The application has been modified while still pending.
144, Remove Refusal Letter Sent: The refusal letter sent was removed, which resets the
165, Appeal in Progress: This action indicates an appeal was filed on a refusal decision.
166, Abandoned - Section 36 - Opp/S45: This action indicates the application was abandoned under section 36.
167, Examiners First Report Removed: The examiners first report on the application for the registration of a trademark application has been removed.
168, Erratum Extracted for Advertisement: The erratum has been extracted from the INTREPID database for inclusion in the next Trade-marks Journal.
169, Not Recommended: This action indicates that an indication has not been recommended for entry on the list of geographical indications.
170, Remove Not Recommended: The status Not Recommended has been removed for the geographical indication.
171, Refused - Appeal in Progress: The application has been refused by the Office (either in examination or by the Trademarks Opposition Board), however, the refusal has been appealed to the Federal Court.
172, Record Federal Court Proceeding Initiated: This action indicates that a Federal Court Proceeding has been initiated.
173, Record Federal Court Proceeding Completed: This action indicates that a Federal Court Proceeding has been completed.
174, Nice Classification Courtesy Letter Sent: A courtesy letter was sent to trademark owners inviting them to group and class their goods and/or services according to the classes of the Nice Classification
175, Division recorded: This action indicates a division was created from this application. A new application number was given to the division.
176, Created by Division: This action indicates that this application was created from the division of another application.
177, Merger recorded: This action indicates that an application that was originally divided from this file was merged into back into it upon registration
178, Adjusted Renewal Fee Notice Sent
179, Adjusted Renewal Fee Received
180, Deemed Never Filed: This action indicates that this application was inactivated due to the office not having received the information required to formalize the application by the response date given to the owner/agent.
181, Remove Deemed Never Filed
182, GI Translation Added
183, Goods/Services Amended Section 57: This action indicates that the goods and/or services were amended as a result of the decision of a Federal Court Proceeding.
184, Mark Upheld Section 57: This action indicates that the Federal Court Proceeding decision resulted in the application/registration being upheld.
190, Registration Pending: This action indicates that the status the mark was changed to Registration Pending. This status comes after the advertisement period and replaced the Allowed status.
191, Registration Fee Notice Sent
192, Remove Registration Pending
201, WIPO Clarification Requested
202, WIPO Clarification Received
203, IR Replacement Request Received: This action indicates that the owner requested that their Protocol registration replace their domestic registration.
204, Correspondence Created
205, IR Replacement: This action indicates that the Protocol registration replaced the domestic Trademark registration. The Protocol registration therefore gained the original date of protection of the goods and/or services found in the domestic application.
206, Replaced by IR Mark: This action indicates that a Protocol registration replaced this domestic Trademark registration. The Protocol registration therefore gained the original date of protection of the goods and/or services found in the domestic application.
207, MF6 Sent: This action indicates that a Final Disposition on Status of a Mark Confirmation of Total Provisional Refusal (MF6) form was sent to the World Intellectual Property Organization upon the inactivation of a Protocol application/registration.
208, IR Correction Requested: This action indicates that the office communicated with the World Intellectual Property Organization to request a correction.
209, MF2 Removed: This action indicates that the office communicated with the World Intellectual Property Organization upon the removal of the advertisement of a Protocol application.
219, WIPO Clarification Request Outstanding Sent
220, Abandoned - Section 36 Sent:
221, MF6 Removed: This action indicates that the office communicated with the World Intellectual Property Organization upon the reinstatement of a Protocol application/registration.
222, MF2 Sent: This action indicates that a Dates on Which Opposition Period Begins and Ends (MF2) form was sent to the World Intellectual Property Organization upon the advertisement of a Protocol application.
223, MF3 Sent: This action indicates that a Total Provisional Refusal of Protection (MF3a) form was sent to the World Intellectual Property Organization upon the owner/agent of a Protocol Application receiving an Examiners report with new grounds or a Statement of Opposition.
224, Invalidation (Full) Sent: This action indicates that an Invalidation (MF10) form was sent to the World Intellectual Property Organization upon the registration being expunged as a result of a Section 44 or Section 45 proceeding.
225, Invalidation (Partial) Sent: This action indicates that an Invalidation (MF10) form was sent to the World Intellectual Property Organization upon the amendment of goods and/or services of a registration as a result of a Section 45 proceeding.
226, Created via Madrid Transformation
227, Expunged - Failure to Provide Additional Renewal Fee
228, International Registration: This action indicates that the owner filed an application for international registration using this Trademark as a base and that the international application is now registered.
229, Partial Cancellation - Registered Owner's Request: This action indicates that the owner of the Protocol registration requested to the World Intellectual Property Organization that their registration be cancelled.
230, Partial Withdrawal - Registered Owner's Request: This action indicates that the owner of the Protocol application requested to the World Intellectual Property Organization that their application be withdrawn.
231, Limitation - All Goods/Services: A Madrid limitation request has affected all the goods/services designated to Canada.
232, Limitation - Partial Goods/Services: A Madrid limitation request has affected only some of the goods/services designated to Canada.
233, Limitation - No Effect: A Madrid limitation request did not affect the goods/services designated to Canada.
234, Partial Ceasing of Effect Received - No Effect: A Madrid partial ceasing of effect request did not affect the goods/services designated to Canada.
235, Partial Cancellation: A Madrid partial cancellation of the goods/services designated to Canada.
236, Partial Withdrawal: A Madrid partial withdrawal of the goods/services designated to Canada.
237, Remove Withdrawn: A previous withdrawal action has been removed.
238, IR Renewed: This action indicates that the International Registration of this Protocol application/registration was renewed. This action may happen before the registration of the trademark in Canada.
239, Withdrawn - Failure to Renew: This action indicates that the International Registration of this Protocol application was not renewed. As a result, the Canadian application process was withdrawn.
241, Remove Change of Name
242, Remove Assignment  Transfer
243, Ownership Change Merger
244, Requirement To Furnish Statement Under Subsection 44.1(1) Sent
245, Failure To Furnish Statement Under Subsection 44.1(1) 
246, Expunged for Failure To Furnish Statement Under Subsection 44.1(1)
247, Acknowledgement of Letter of Protest Recorded
248, Acknowledgement of Letter of Protest Removed
249, Withdrawn: The Application has been Withdrawn.
250, Cancelled: The Application has been Cancelled.
251, MF4 Sent: This action indicates that a Final Disposition on Status of a Mark  Statement of Total Grant of Protection (MF4) form was sent to the World Intellectual Property Organization upon the registration of a Protocol Application.
252, MF5 Sent: This action indicates that a Final Disposition on Status of a Mark  Statement of Total or Partial Grant of Protection Following a Provisional Refusal (MF5) form was sent to the World Intellectual Property Organization upon the registration of a Protocol Application.
253, MF7 Sent: This action indicates that a Further Decision Affecting the Protection of a Mark (MF7) form was sent to the World Intellectual Property Organization upon the registration of a Protocol Application.
254, Partial Cancellation Received - No Adjustment: A Madrid partial cancellation request did not affect the goods/services designated to Canada.
255, IR Notification Filed: The Madrid notification has been recorded on the Canadian designated file.
256, MF1 Sent : This action indicates that Information Relating to Possible Oppositions (Rule 16 of the Common Regulations) form was sent to the World Intellectual Property Organization.
257, Madrid Designation Notification: This is the date that the World Intellectual Property Organization of a Madrid Designation.
258, Restriction Recorded: This action indicates that the goods/services for the international registration have been restricted in the designated party (Canada).
259, Invalidation (IV) Removed: This action indicates that an invalidation of goods and services for the international registration has been removed. 
